set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
75239-1,Action Battle Hoth Generator Attack,2019,Star Wars,Episode V,Licensed,Normal,235,2,7,29.99,https://brickset.com/sets/75239-1,https://images.brickset.com/sets/small/75239-1.jpg,https://images.brickset.com/sets/images/75239-1.jpg
75240-1,Major Vonreg's TIE Fighter,2019,Star Wars,Resistance,Licensed,Normal,496,4,8,69.99,https://brickset.com/sets/75240-1,https://images.brickset.com/sets/small/75240-1.jpg,https://images.brickset.com/sets/images/75240-1.jpg
75241-1,Action Battle Echo Base Defense,2019,Star Wars,Episode V,Licensed,Normal,504,6,8,59.99,https://brickset.com/sets/75241-1,https://images.brickset.com/sets/small/75241-1.jpg,https://images.brickset.com/sets/images/75241-1.jpg
75242-1,Black Ace TIE Interceptor,2019,Star Wars,Resistance,Licensed,Normal,396,3,8,49.99,https://brickset.com/sets/75242-1,https://images.brickset.com/sets/small/75242-1.jpg,https://images.brickset.com/sets/images/75242-1.jpg
75243-1,Slave I - 20th Anniversary Edition,2019,Star Wars,Episode V,Licensed,Normal,1007,6,10,119.99,https://brickset.com/sets/75243-1,https://images.brickset.com/sets/small/75243-1.jpg,https://images.brickset.com/sets/images/75243-1.jpg
75246-1,Death Star Cannon,2019,Star Wars,Episode IV,Licensed,Normal,159,2,7,19.99,https://brickset.com/sets/75246-1,https://images.brickset.com/sets/small/75246-1.jpg,https://images.brickset.com/sets/images/75246-1.jpg
75247-1,Rebel A-wing Starfighter,2019,Star Wars,Episode VI,Licensed,Normal,62,2,4,14.99,https://brickset.com/sets/75247-1,https://images.brickset.com/sets/small/75247-1.jpg,https://images.brickset.com/sets/images/75247-1.jpg
75248-1,Resistance A-wing Starfighter,2019,Star Wars,The Rise of Skywalker,Licensed,Normal,269,2,7,29.99,https://brickset.com/sets/75248-1,https://images.brickset.com/sets/small/75248-1.jpg,https://images.brickset.com/sets/images/75248-1.jpg
75249-1,Resistance Y-wing Starfighter,2019,Star Wars,The Rise of Skywalker,Licensed,Normal,578,5,8,69.99,https://brickset.com/sets/75249-1,https://images.brickset.com/sets/small/75249-1.jpg,https://images.brickset.com/sets/images/75249-1.jpg
75250-1,Pasaana Speeder Chase,2019,Star Wars,The Rise of Skywalker,Licensed,Normal,373,4,8,39.99,https://brickset.com/sets/75250-1,https://images.brickset.com/sets/small/75250-1.jpg,https://images.brickset.com/sets/images/75250-1.jpg
75251-1,Darth Vader's Castle,2019,Star Wars,Miscellaneous,Licensed,Normal,1060,6,9,129.99,https://brickset.com/sets/75251-1,https://images.brickset.com/sets/small/75251-1.jpg,https://images.brickset.com/sets/images/75251-1.jpg
75254-1,AT-ST Raider,2019,Star Wars,The Mandalorian,Licensed,Normal,540,4,8,49.99,https://brickset.com/sets/75254-1,https://images.brickset.com/sets/small/75254-1.jpg,https://images.brickset.com/sets/images/75254-1.jpg
75255-1,Yoda,2019,Star Wars,Episode III,Licensed,Normal,1771,1,10,99.99,https://brickset.com/sets/75255-1,https://images.brickset.com/sets/small/75255-1.jpg,https://images.brickset.com/sets/images/75255-1.jpg
75256-1,Kylo Ren's Shuttle,2019,Star Wars,The Rise of Skywalker,Licensed,Normal,1005,6,10,129.99,https://brickset.com/sets/75256-1,https://images.brickset.com/sets/small/75256-1.jpg,https://images.brickset.com/sets/images/75256-1.jpg
75258-1,Anakin's Podracer – 20th Anniversary Edition,2019,Star Wars,Episode I,Licensed,Normal,279,3,7,29.99,https://brickset.com/sets/75258-1,https://images.brickset.com/sets/small/75258-1.jpg,https://images.brickset.com/sets/images/75258-1.jpg
75259-1,Snowspeeder – 20th Anniversary Edition,2019,Star Wars,Episode V,Licensed,Normal,309,4,7,39.99,https://brickset.com/sets/75259-1,https://images.brickset.com/sets/small/75259-1.jpg,https://images.brickset.com/sets/images/75259-1.jpg
75893-1,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,2019,Speed Champions,Dodge,Licensed,Normal,478,3,7,29.99,https://brickset.com/sets/75893-1,https://images.brickset.com/sets/small/75893-1.jpg,https://images.brickset.com/sets/images/75893-1.jpg
75895-1,1974 Porsche 911 Turbo 3.0,2019,Speed Champions,Porsche,Licensed,Normal,180,1,7,14.99,https://brickset.com/sets/75895-1,https://images.brickset.com/sets/small/75895-1.jpg,https://images.brickset.com/sets/images/75895-1.jpg
75936-1,Jurassic Park: T. rex Rampage,2019,Jurassic World,Jurassic Park,Licensed,Normal,3120,6,16,249.99,https://brickset.com/sets/75936-1,https://images.brickset.com/sets/small/75936-1.jpg,https://images.brickset.com/sets/images/75936-1.jpg
75945-1,Expecto Patronum,2019,Harry Potter,Prisoner of Azkaban,Licensed,Normal,121,4,7,19.99,https://brickset.com/sets/75945-1,https://images.brickset.com/sets/small/75945-1.jpg,https://images.brickset.com/sets/images/75945-1.jpg
75958-1,Beauxbatons' Carriage: Arrival at Hogwarts ,2019,Harry Potter,Goblet of Fire,Licensed,Normal,430,4,8,49.99,https://brickset.com/sets/75958-1,https://images.brickset.com/sets/small/75958-1.jpg,https://images.brickset.com/sets/images/75958-1.jpg
75964-1,Harry Potter Advent Calendar,2019,Harry Potter,Seasonal,Licensed,Normal,305,8,7,39.99,https://brickset.com/sets/75964-1,https://images.brickset.com/sets/small/75964-1.jpg,https://images.brickset.com/sets/images/75964-1.jpg
75965-1,The Rise of Voldemort,2019,Harry Potter,Goblet of Fire,Licensed,Normal,184,6,7,19.99,https://brickset.com/sets/75965-1,https://images.brickset.com/sets/small/75965-1.jpg,https://images.brickset.com/sets/images/75965-1.jpg
76115-1,Spider Mech vs. Venom ,2019,Marvel Super Heroes,Spider-Man,Licensed,Normal,604,4,8,49.99,https://brickset.com/sets/76115-1,https://images.brickset.com/sets/small/76115-1.jpg,https://images.brickset.com/sets/images/76115-1.jpg
76116-1,Batman Batsub and the Underwater Clash,2019,DC Comics Super Heroes,Batman,Licensed,Normal,174,3,7,19.99,https://brickset.com/sets/76116-1,https://images.brickset.com/sets/small/76116-1.jpg,https://images.brickset.com/sets/images/76116-1.jpg
76118-1,Mr. Freeze Batcycle Battle,2019,DC Comics Super Heroes,Batman,Licensed,Normal,200,3,6,19.99,https://brickset.com/sets/76118-1,https://images.brickset.com/sets/small/76118-1.jpg,https://images.brickset.com/sets/images/76118-1.jpg
76124-1,War Machine Buster,2019,Marvel Super Heroes,Avengers: Endgame,Licensed,Normal,362,4,7,34.99,https://brickset.com/sets/76124-1,https://images.brickset.com/sets/small/76124-1.jpg,https://images.brickset.com/sets/images/76124-1.jpg
76125-1,Iron Man Hall of Armor,2019,Marvel Super Heroes,Avengers: Endgame,Licensed,Normal,524,6,7,59.99,https://brickset.com/sets/76125-1,https://images.brickset.com/sets/small/76125-1.jpg,https://images.brickset.com/sets/images/76125-1.jpg
76126-1,Avengers Ultimate Quinjet,2019,Marvel Super Heroes,Avengers: Endgame,Licensed,Normal,838,6,8,79.99,https://brickset.com/sets/76126-1,https://images.brickset.com/sets/small/76126-1.jpg,https://images.brickset.com/sets/images/76126-1.jpg
76127-1,Captain Marvel and The Skrull Attack,2019,Marvel Super Heroes,Captain Marvel,Licensed,Normal,307,3,7,29.99,https://brickset.com/sets/76127-1,https://images.brickset.com/sets/small/76127-1.jpg,https://images.brickset.com/sets/images/76127-1.jpg
76131-1,Avengers Compound Battle,2019,Marvel Super Heroes,Avengers: Endgame,Licensed,Normal,699,7,8,99.99,https://brickset.com/sets/76131-1,https://images.brickset.com/sets/small/76131-1.jpg,https://images.brickset.com/sets/images/76131-1.jpg
76133-1,Spider-Man Car Chase,2019,Marvel Super Heroes,Spider-Man,Licensed,Normal,52,2,4,9.99,https://brickset.com/sets/76133-1,https://images.brickset.com/sets/small/76133-1.jpg,https://images.brickset.com/sets/images/76133-1.jpg
76134-1,Spider-Man: Doc Ock Diamond Heist,2019,Marvel Super Heroes,Spider-Man,Licensed,Normal,150,3,4,29.99,https://brickset.com/sets/76134-1,https://images.brickset.com/sets/small/76134-1.jpg,https://images.brickset.com/sets/images/76134-1.jpg
76139-1,1989 Batmobile,2019,DC Comics Super Heroes,Batman 1989,Licensed,Normal,3306,3,16,249.99,https://brickset.com/sets/76139-1,https://images.brickset.com/sets/small/76139-1.jpg,https://images.brickset.com/sets/images/76139-1.jpg
76144-1,Avengers Hulk Helicopter Rescue,2019,Marvel Super Heroes,Avengers: Endgame,Licensed,Normal,482,5,8,59.99,https://brickset.com/sets/76144-1,https://images.brickset.com/sets/small/76144-1.jpg,https://images.brickset.com/sets/images/76144-1.jpg
80103-1,Dragon Boat Race,2019,Seasonal,Chinese Traditional Festivals,Miscellaneous,Normal,643,15,8,49.99,https://brickset.com/sets/80103-1,https://images.brickset.com/sets/small/80103-1.jpg,https://images.brickset.com/sets/images/80103-1.jpg
853866-1,Oni Battle Pack,2019,Ninjago,March of the Oni,Action/Adventure,Extended,36,3,6,12.99,https://brickset.com/sets/853866-1,https://images.brickset.com/sets/small/853866-1.jpg,https://images.brickset.com/sets/images/853866-1.jpg
10270-1,Bookshop,2020,Creator Expert,Modular Buildings Collection,Model making,Normal,2504,5,16,199.99,https://brickset.com/sets/10270-1,https://images.brickset.com/sets/small/10270-1.jpg,https://images.brickset.com/sets/images/10270-1.jpg
10273-1,Haunted House,2020,Icons,Fairground Collection,Model making,Normal,3231,10,18,299.99,https://brickset.com/sets/10273-1,https://images.brickset.com/sets/small/10273-1.jpg,https://images.brickset.com/sets/images/10273-1.jpg
10275-1,Elf Club House,2020,Icons,Winter Village Collection,Model making,Normal,1197,4,18,99.99,https://brickset.com/sets/10275-1,https://images.brickset.com/sets/small/10275-1.jpg,https://images.brickset.com/sets/images/10275-1.jpg
10277-1,Crocodile Locomotive,2020,Icons,Trains,Model making,Normal,1271,2,18,99.99,https://brickset.com/sets/10277-1,https://images.brickset.com/sets/small/10277-1.jpg,https://images.brickset.com/sets/images/10277-1.jpg
10920-1,Elsa and Olaf's Tea Party,2020,Duplo,Disney Princess,Pre-school,Normal,17,2,2,19.99,https://brickset.com/sets/10920-1,https://images.brickset.com/sets/small/10920-1.jpg,https://images.brickset.com/sets/images/10920-1.jpg
10921-1,Super Heroes Lab,2020,Duplo,Marvel Super Hero Adventures,Pre-school,Normal,30,3,2,29.99,https://brickset.com/sets/10921-1,https://images.brickset.com/sets/small/10921-1.jpg,https://images.brickset.com/sets/images/10921-1.jpg
10924-1,Lightning McQueen's Race Day,2020,Duplo,Cars,Pre-school,Normal,42,2,2,29.99,https://brickset.com/sets/10924-1,https://images.brickset.com/sets/small/10924-1.jpg,https://images.brickset.com/sets/images/10924-1.jpg
21158-1,The Panda Nursery,2020,Minecraft,Minifig-scale,Licensed,Normal,204,1,7,19.99,https://brickset.com/sets/21158-1,https://images.brickset.com/sets/small/21158-1.jpg,https://images.brickset.com/sets/images/21158-1.jpg
21159-1,The Pillager Outpost,2020,Minecraft,Minifig-scale,Licensed,Normal,303,4,8,29.99,https://brickset.com/sets/21159-1,https://images.brickset.com/sets/small/21159-1.jpg,https://images.brickset.com/sets/images/21159-1.jpg
21160-1,The Illager Raid,2020,Minecraft,Minifig-scale,Licensed,Normal,562,5,8,59.99,https://brickset.com/sets/21160-1,https://images.brickset.com/sets/small/21160-1.jpg,https://images.brickset.com/sets/images/21160-1.jpg
21161-1,The Crafting Box 3.0,2020,Minecraft,Minifig-scale,Licensed,Normal,564,4,8,69.99,https://brickset.com/sets/21161-1,https://images.brickset.com/sets/small/21161-1.jpg,https://images.brickset.com/sets/images/21161-1.jpg
21162-1,The Taiga Adventure,2020,Minecraft,Minifig-scale,Licensed,Normal,74,2,7,9.99,https://brickset.com/sets/21162-1,https://images.brickset.com/sets/small/21162-1.jpg,https://images.brickset.com/sets/images/21162-1.jpg
21163-1,The Redstone Battle,2020,Minecraft,Minifig-scale,Licensed,Normal,504,4,8,39.99,https://brickset.com/sets/21163-1,https://images.brickset.com/sets/small/21163-1.jpg,https://images.brickset.com/sets/images/21163-1.jpg
21324-1,123 Sesame Street,2020,Ideas,Licensed,Miscellaneous,Normal,1367,6,18,119.99,https://brickset.com/sets/21324-1,https://images.brickset.com/sets/small/21324-1.jpg,https://images.brickset.com/sets/images/21324-1.jpg
30369-1,Beach Buggy,2020,City,Beach,Modern day,Normal,45,1,5,4.99,https://brickset.com/sets/30369-1,https://images.brickset.com/sets/small/30369-1.jpg,https://images.brickset.com/sets/images/30369-1.jpg
31104-1,Monster Burger Truck,2020,Creator,3 in 1,Model making,Normal,499,2,8,49.99,https://brickset.com/sets/31104-1,https://images.brickset.com/sets/small/31104-1.jpg,https://images.brickset.com/sets/images/31104-1.jpg
31105-1,Townhouse Toy Store,2020,Creator,3 in 1,Model making,Normal,554,2,8,39.99,https://brickset.com/sets/31105-1,https://images.brickset.com/sets/small/31105-1.jpg,https://images.brickset.com/sets/images/31105-1.jpg
31107-1,Space Rover Explorer,2020,Creator,3 in 1,Model making,Normal,510,1,8,39.99,https://brickset.com/sets/31107-1,https://images.brickset.com/sets/small/31107-1.jpg,https://images.brickset.com/sets/images/31107-1.jpg
31108-1,Caravan Family Holiday,2020,Creator,3 in 1,Model making,Normal,766,3,9,69.99,https://brickset.com/sets/31108-1,https://images.brickset.com/sets/small/31108-1.jpg,https://images.brickset.com/sets/images/31108-1.jpg
40370-1,LEGO® Trains 40th Anniversary Set,2020,Promotional,Gift with Purchase,Miscellaneous,Normal,188,1,9,19.99,https://brickset.com/sets/40370-1,https://images.brickset.com/sets/small/40370-1.jpg,https://images.brickset.com/sets/images/40370-1.jpg
40372-1,Police MF Accessory Set,2020,City,Police,Modern day,Normal,42,4,6,12.99,https://brickset.com/sets/40372-1,https://images.brickset.com/sets/small/40372-1.jpg,https://images.brickset.com/sets/images/40372-1.jpg
40374-1,Golden Zane Accessory Set ,2020,Ninjago,Rebooted,Action/Adventure,Normal,73,4,6,12.99,https://brickset.com/sets/40374-1,https://images.brickset.com/sets/small/40374-1.jpg,https://images.brickset.com/sets/images/40374-1.jpg
40382-1,Birthday Set,2020,Seasonal,Birthday,Miscellaneous,Normal,141,1,7,12.99,https://brickset.com/sets/40382-1,https://images.brickset.com/sets/small/40382-1.jpg,https://images.brickset.com/sets/images/40382-1.jpg
40408-1,Drag Racer,2020,Hidden Side,Promotional,Action/Adventure,Normal,134,2,7,12.99,https://brickset.com/sets/40408-1,https://images.brickset.com/sets/small/40408-1.jpg,https://images.brickset.com/sets/images/40408-1.jpg
40409-1,Hot Rod,2020,Promotional,Gift with Purchase,Miscellaneous,Normal,142,2,8,12.99,https://brickset.com/sets/40409-1,https://images.brickset.com/sets/small/40409-1.jpg,https://images.brickset.com/sets/images/40409-1.jpg
40418-1,Falcon & Black Widow Team-Up,2020,Marvel Super Heroes,Avengers,Licensed,Normal,60,4,8,14.99,https://brickset.com/sets/40418-1,https://images.brickset.com/sets/small/40418-1.jpg,https://images.brickset.com/sets/images/40418-1.jpg
40419-1,Hogwarts Students Accessory Set,2020,Harry Potter,General,Licensed,Normal,53,4,6,14.99,https://brickset.com/sets/40419-1,https://images.brickset.com/sets/small/40419-1.jpg,https://images.brickset.com/sets/images/40419-1.jpg
40423-1,Halloween Hayride,2020,Seasonal,Halloween,Miscellaneous,Normal,148,3,7,12.99,https://brickset.com/sets/40423-1,https://images.brickset.com/sets/small/40423-1.jpg,https://images.brickset.com/sets/images/40423-1.jpg
40424-1,Winter Snowball Fight,2020,Seasonal,Christmas,Miscellaneous,Normal,149,2,7,12.99,https://brickset.com/sets/40424-1,https://images.brickset.com/sets/small/40424-1.jpg,https://images.brickset.com/sets/images/40424-1.jpg
41389-1,Ice Cream Cart,2020,Friends,General,Modern day,Normal,97,1,6,9.99,https://brickset.com/sets/41389-1,https://images.brickset.com/sets/small/41389-1.jpg,https://images.brickset.com/sets/images/41389-1.jpg
41390-1,Andrea's Car & Stage,2020,Friends,Music,Modern day,Normal,240,2,6,19.99,https://brickset.com/sets/41390-1,https://images.brickset.com/sets/small/41390-1.jpg,https://images.brickset.com/sets/images/41390-1.jpg
41391-1,Heartlake City Hair Salon,2020,Friends,Heartlake City,Modern day,Normal,235,2,6,19.99,https://brickset.com/sets/41391-1,https://images.brickset.com/sets/small/41391-1.jpg,https://images.brickset.com/sets/images/41391-1.jpg
41392-1,Nature Glamping,2020,Friends,Great Outdoors,Modern day,Normal,241,2,6,29.99,https://brickset.com/sets/41392-1,https://images.brickset.com/sets/small/41392-1.jpg,https://images.brickset.com/sets/images/41392-1.jpg
41393-1,Baking Competition,2020,Friends,Baking,Modern day,Normal,361,3,6,39.99,https://brickset.com/sets/41393-1,https://images.brickset.com/sets/small/41393-1.jpg,https://images.brickset.com/sets/images/41393-1.jpg
41394-1,Heartlake City Hospital,2020,Friends,Heartlake City,Modern day,Normal,379,3,6,49.99,https://brickset.com/sets/41394-1,https://images.brickset.com/sets/small/41394-1.jpg,https://images.brickset.com/sets/images/41394-1.jpg
41395-1,Friendship Bus,2020,Friends,Traffic,Modern day,Normal,778,3,8,69.99,https://brickset.com/sets/41395-1,https://images.brickset.com/sets/small/41395-1.jpg,https://images.brickset.com/sets/images/41395-1.jpg
41396-1,Puppy Playground,2020,Friends,Pets,Modern day,Normal,57,1,4,9.99,https://brickset.com/sets/41396-1,https://images.brickset.com/sets/small/41396-1.jpg,https://images.brickset.com/sets/images/41396-1.jpg
41397-1,Juice Truck,2020,Friends,Beach,Modern day,Normal,103,2,4,19.99,https://brickset.com/sets/41397-1,https://images.brickset.com/sets/small/41397-1.jpg,https://images.brickset.com/sets/images/41397-1.jpg
41400-1,Andrea's Play Cube - Singer,2020,Friends,Play Cube,Modern day,Normal,49,1,6,9.99,https://brickset.com/sets/41400-1,https://images.brickset.com/sets/small/41400-1.jpg,https://images.brickset.com/sets/images/41400-1.jpg
41401-1,Stephanie's Play Cube - Baker,2020,Friends,Play Cube,Modern day,Normal,44,1,6,9.99,https://brickset.com/sets/41401-1,https://images.brickset.com/sets/small/41401-1.jpg,https://images.brickset.com/sets/images/41401-1.jpg
41402-1,Olivia's Play Cube - Researcher,2020,Friends,Play Cube,Modern day,Normal,40,1,6,9.99,https://brickset.com/sets/41402-1,https://images.brickset.com/sets/small/41402-1.jpg,https://images.brickset.com/sets/images/41402-1.jpg
41403-1,Mia's Play Cube - Veterinarian,2020,Friends,Play Cube,Modern day,Normal,36,1,6,9.99,https://brickset.com/sets/41403-1,https://images.brickset.com/sets/small/41403-1.jpg,https://images.brickset.com/sets/images/41403-1.jpg
41404-1,Emma's Play Cube - Photographer,2020,Friends,Play Cube,Modern day,Normal,40,1,6,9.99,https://brickset.com/sets/41404-1,https://images.brickset.com/sets/small/41404-1.jpg,https://images.brickset.com/sets/images/41404-1.jpg
41405-1,Andrea's Play Cube - Pet Shop,2020,Friends,Play Cube,Modern day,Normal,40,1,6,9.99,https://brickset.com/sets/41405-1,https://images.brickset.com/sets/small/41405-1.jpg,https://images.brickset.com/sets/images/41405-1.jpg
41406-1,Stephanie's Play Cube - Beauty Salon,2020,Friends,Play Cube,Modern day,Normal,44,1,6,9.99,https://brickset.com/sets/41406-1,https://images.brickset.com/sets/small/41406-1.jpg,https://images.brickset.com/sets/images/41406-1.jpg
41407-1,Olivia's Play Cube - Sweet Shop,2020,Friends,Play Cube,Modern day,Normal,47,1,6,9.99,https://brickset.com/sets/41407-1,https://images.brickset.com/sets/small/41407-1.jpg,https://images.brickset.com/sets/images/41407-1.jpg
41408-1,Mia's Play Cube - Cinema,2020,Friends,Play Cube,Modern day,Normal,37,1,6,9.99,https://brickset.com/sets/41408-1,https://images.brickset.com/sets/small/41408-1.jpg,https://images.brickset.com/sets/images/41408-1.jpg
41409-1,Emma's Play Cube - Toy Store,2020,Friends,Play Cube,Modern day,Normal,49,1,6,9.99,https://brickset.com/sets/41409-1,https://images.brickset.com/sets/small/41409-1.jpg,https://images.brickset.com/sets/images/41409-1.jpg
41421-1,Baby Elephant Jungle Rescue,2020,Friends,Jungle Rescue,Modern day,Normal,203,2,6,19.99,https://brickset.com/sets/41421-1,https://images.brickset.com/sets/small/41421-1.jpg,https://images.brickset.com/sets/images/41421-1.jpg
41422-1,Panda Jungle Tree House,2020,Friends,Jungle Rescue,Modern day,Normal,265,2,7,29.99,https://brickset.com/sets/41422-1,https://images.brickset.com/sets/small/41422-1.jpg,https://images.brickset.com/sets/images/41422-1.jpg
41423-1,Tiger Hot Air Balloon Jungle Rescue,2020,Friends,Jungle Rescue,Modern day,Normal,302,2,7,39.99,https://brickset.com/sets/41423-1,https://images.brickset.com/sets/small/41423-1.jpg,https://images.brickset.com/sets/images/41423-1.jpg
41425-1,Olivia's Flower Garden,2020,Friends,Science,Modern day,Normal,92,2,6,9.99,https://brickset.com/sets/41425-1,https://images.brickset.com/sets/small/41425-1.jpg,https://images.brickset.com/sets/images/41425-1.jpg
41426-1,Heartlake City Park Café,2020,Friends,Heartlake City,Modern day,Normal,224,2,6,19.99,https://brickset.com/sets/41426-1,https://images.brickset.com/sets/small/41426-1.jpg,https://images.brickset.com/sets/images/41426-1.jpg
41427-1,Emma's Fashion Shop,2020,Friends,Heartlake City,Modern day,Normal,343,2,6,29.99,https://brickset.com/sets/41427-1,https://images.brickset.com/sets/small/41427-1.jpg,https://images.brickset.com/sets/images/41427-1.jpg
41428-1,Beach House,2020,Friends,Beach,Modern day,Normal,444,2,6,49.99,https://brickset.com/sets/41428-1,https://images.brickset.com/sets/small/41428-1.jpg,https://images.brickset.com/sets/images/41428-1.jpg
41429-1,Heartlake City Airplane,2020,Friends,Airport,Modern day,Normal,574,3,7,69.99,https://brickset.com/sets/41429-1,https://images.brickset.com/sets/small/41429-1.jpg,https://images.brickset.com/sets/images/41429-1.jpg
41430-1,Summer Fun Water Park,2020,Friends,Summer,Modern day,Normal,1001,4,8,99.99,https://brickset.com/sets/41430-1,https://images.brickset.com/sets/small/41430-1.jpg,https://images.brickset.com/sets/images/41430-1.jpg
41431-1, Heartlake City Brick Box,2020,Friends,General,Modern day,Normal,321,2,5,39.99,https://brickset.com/sets/41431-1,https://images.brickset.com/sets/small/41431-1.jpg,https://images.brickset.com/sets/images/41431-1.jpg
41432-1,Alpaca Mountain Jungle Rescue,2020,Friends,Jungle Rescue,Modern day,Normal,512,2,7,59.99,https://brickset.com/sets/41432-1,https://images.brickset.com/sets/small/41432-1.jpg,https://images.brickset.com/sets/images/41432-1.jpg
41433-1,Party Boat,2020,Friends,Beach,Modern day,Normal,640,3,7,79.99,https://brickset.com/sets/41433-1,https://images.brickset.com/sets/small/41433-1.jpg,https://images.brickset.com/sets/images/41433-1.jpg
41434-1,Andrea's Jungle Play Cube,2020,Friends,Play Cube,Modern day,Normal,47,1,6,9.99,https://brickset.com/sets/41434-1,https://images.brickset.com/sets/small/41434-1.jpg,https://images.brickset.com/sets/images/41434-1.jpg
41435-1,Stephanie's Jungle Play Cube,2020,Friends,Play Cube,Modern day,Normal,41,1,6,9.99,https://brickset.com/sets/41435-1,https://images.brickset.com/sets/small/41435-1.jpg,https://images.brickset.com/sets/images/41435-1.jpg
41436-1,Olivia's Jungle Play Cube,2020,Friends,Play Cube,Modern day,Normal,51,1,6,9.99,https://brickset.com/sets/41436-1,https://images.brickset.com/sets/small/41436-1.jpg,https://images.brickset.com/sets/images/41436-1.jpg
41437-1,Mia's Jungle Play Cube,2020,Friends,Play Cube,Modern day,Normal,43,1,6,9.99,https://brickset.com/sets/41437-1,https://images.brickset.com/sets/small/41437-1.jpg,https://images.brickset.com/sets/images/41437-1.jpg
43170-1,Moana's Ocean Adventure,2020,Disney,Moana,Licensed,Normal,46,1,6,9.99,https://brickset.com/sets/43170-1,https://images.brickset.com/sets/small/43170-1.jpg,https://images.brickset.com/sets/images/43170-1.jpg
43173-1,Aurora's Royal Carriage,2020,Disney,Sleeping Beauty,Licensed,Normal,62,1,5,9.99,https://brickset.com/sets/43173-1,https://images.brickset.com/sets/small/43173-1.jpg,https://images.brickset.com/sets/images/43173-1.jpg
43174-1,Mulan's Storybook Adventures,2020,Disney,Storybook Adventures,Licensed,Normal,124,3,5,19.99,https://brickset.com/sets/43174-1,https://images.brickset.com/sets/small/43174-1.jpg,https://images.brickset.com/sets/images/43174-1.jpg
43175-1,Anna and Elsa's Storybook Adventures,2020,Disney,Storybook Adventures,Licensed,Normal,133,4,5,19.99,https://brickset.com/sets/43175-1,https://images.brickset.com/sets/small/43175-1.jpg,https://images.brickset.com/sets/images/43175-1.jpg
43176-1,Ariel's Storybook Adventures,2020,Disney,Storybook Adventures,Licensed,Normal,105,3,5,19.99,https://brickset.com/sets/43176-1,https://images.brickset.com/sets/small/43176-1.jpg,https://images.brickset.com/sets/images/43176-1.jpg
43177-1,Belle's Storybook Adventures,2020,Disney,Storybook Adventures,Licensed,Normal,111,6,5,19.99,https://brickset.com/sets/43177-1,https://images.brickset.com/sets/small/43177-1.jpg,https://images.brickset.com/sets/images/43177-1.jpg
43178-1,Cinderella's Castle Celebration,2020,Disney,Cinderella,Licensed,Normal,168,1,4,29.99,https://brickset.com/sets/43178-1,https://images.brickset.com/sets/small/43178-1.jpg,https://images.brickset.com/sets/images/43178-1.jpg
43180-1,Belle's Castle Winter Celebration,2020,Disney,Beauty and the Beast,Licensed,Normal,238,8,4,49.99,https://brickset.com/sets/43180-1,https://images.brickset.com/sets/small/43180-1.jpg,https://images.brickset.com/sets/images/43180-1.jpg
43182-1,Mulan's Training Grounds,2020,Disney,Mulan,Licensed,Normal,157,1,6,29.99,https://brickset.com/sets/43182-1,https://images.brickset.com/sets/small/43182-1.jpg,https://images.brickset.com/sets/images/43182-1.jpg
43183-1,Moana's Island Home,2020,Disney,Moana,Licensed,Normal,202,1,6,29.99,https://brickset.com/sets/43183-1,https://images.brickset.com/sets/small/43183-1.jpg,https://images.brickset.com/sets/images/43183-1.jpg
43187-1,Rapunzel's Tower,2020,Disney,Tangled,Licensed,Normal,369,2,6,64.99,https://brickset.com/sets/43187-1,https://images.brickset.com/sets/small/43187-1.jpg,https://images.brickset.com/sets/images/43187-1.jpg
43188-1,Aurora's Forest Cottage,2020,Disney,Sleeping Beauty,Licensed,Normal,300,2,5,39.99,https://brickset.com/sets/43188-1,https://images.brickset.com/sets/small/43188-1.jpg,https://images.brickset.com/sets/images/43188-1.jpg
45028-1,My XL World,2020,Education,Duplo,Educational,Normal,480,6,2,284.95,https://brickset.com/sets/45028-1,https://images.brickset.com/sets/small/45028-1.jpg,https://images.brickset.com/sets/images/45028-1.jpg
60242-1,Police Highway Arrest,2020,City,Police,Modern day,Normal,185,2,5,29.99,https://brickset.com/sets/60242-1,https://images.brickset.com/sets/small/60242-1.jpg,https://images.brickset.com/sets/images/60242-1.jpg
60244-1,Police Helicopter Transport,2020,City,Police,Modern day,Normal,317,4,5,49.99,https://brickset.com/sets/60244-1,https://images.brickset.com/sets/small/60244-1.jpg,https://images.brickset.com/sets/images/60244-1.jpg
60245-1,Police Monster Truck Heist,2020,City,Police,Modern day,Normal,362,5,5,59.99,https://brickset.com/sets/60245-1,https://images.brickset.com/sets/small/60245-1.jpg,https://images.brickset.com/sets/images/60245-1.jpg
60247-1,Forest Fire,2020,City,Fire,Modern day,Normal,84,1,5,9.99,https://brickset.com/sets/60247-1,https://images.brickset.com/sets/small/60247-1.jpg,https://images.brickset.com/sets/images/60247-1.jpg
60248-1,Fire Helicopter Response,2020,City,Fire,Modern day,Normal,93,3,5,29.99,https://brickset.com/sets/60248-1,https://images.brickset.com/sets/small/60248-1.jpg,https://images.brickset.com/sets/images/60248-1.jpg
60249-1,Street Sweeper,2020,City,Great Vehicles,Modern day,Normal,89,1,5,9.99,https://brickset.com/sets/60249-1,https://images.brickset.com/sets/small/60249-1.jpg,https://images.brickset.com/sets/images/60249-1.jpg
